"scientific","family","rec_gbif"
"Vanilla hostmannii Rolfe","Orchidaceae",7
"Caularthron bicornutum (Hook.) Raf.","Orchidaceae",7
"Heliconia psittacorum L.f.","Heliconiaceae",7
"Psychotria humboldtiana (Cham.) Müll.Arg.","Rubiaceae",7
"Psychotria huampamiensis C.M.Taylor","Rubiaceae",7
"Geonoma maxima var. maxima","Arecaceae",7
"Protium guianense (Aubl.) Marchand","Burseraceae",7
"Helosis cayanensis (Sw.) Spreng.","Balanophoraceae",7
"Vanilla mexicana Mill.","Orchidaceae",7
"Henriettea fascicularis (Sw.) M.Gómez","Melastomataceae",7
"Henriettea lasiostylis Pilg.","Melastomataceae",7
"Hypolytrum sphaerostachyum Boeckeler","Cyperaceae",7
"Hyptis recurvata Poit.","Lamiaceae",7
"Hasseltia Kunth","Salicaceae",7
"Psychotria capitata Sieber ex DC., 1830","Rubiaceae",7
"Clidemia rubra (Aubl.) Mart.","Melastomataceae",7
"Gloeospermum equatoriense Hekking","Violaceae",7
"Heterostemon ellipticus Mart. ex Benth.","Fabaceae",7
"Heterotaxis Lindl.","Orchidaceae",7
"Hevea guianensis var. lutea (Spruce ex Benth.) Ducke & R.E.Schult.","Euphorbiaceae",7
"Pityrogramma calomelanos (L.) Link","Pteridaceae",7
"Gnetum L.","Gnetaceae",7
"Hibiscus bifurcatus Cav.","Malvaceae",7
"Protium elegans Engl.","Burseraceae",7
"SH1253698.09FU","Apocynaceae",7
"SH1251707.09FU","Malpighiaceae",7
"SH1263626.09FU","Apocynaceae",7
"Nautilocalyx Linden ex Hanst.","Gesneriaceae",7
"Dichapetalaceae","Dichapetalaceae",7
"Biophytum juninense Knuth","Oxalidaceae",7
"Simaba Aubl.","Simaroubaceae",7
"Desmophlebium lechleri (Mett.) Mynssen, A.Vasco, Sylvestre, R.C.Moran & Rouhan","Desmophlebiaceae",7
"Myrciaria dubia (Kunth) McVaugh","Myrtaceae",7
"SH1162169.09FU","Dicranaceae",7
"Simira Aubl.","Rubiaceae",7
"Desmoncus Mart.","Arecaceae",7
"SH1158522.09FU","Fabaceae",7
"SH1112070.09FU","Coccomyxaceae",7
"Platycarpum Bonpl.","Rubiaceae",7
"Neoregelia eleutheropetala (Ule) L.B.Sm.","Bromeliaceae",7
"Myrcia aliena McVaugh","Myrtaceae",7
"Neoregelia L.B.Sm.","Bromeliaceae",7
"Nicotiana tabacum L.","Solanaceae",7
"Mouriri vernicosa Naudin","Melastomataceae",7
"SH1053099.09FU","Asteraceae",7
"Siparuna reginae (Tul.) A.DC.","Siparunaceae",7
"Decaphalangium peruvianum Melch.","Clusiaceae",7
"Bellucia ovata (O.Berg ex Triana) Penneys, Michelang., Judd & Almeda","Melastomataceae",7
"Dimorphandra cuprea Sprague & Sandwith","Fabaceae",7
"Clidemia epiphytica (Triana) Cogn.","Melastomataceae",7
"Monstera lechleriana Schott","Araceae",7
"Ocotea leucoxylon (Sw.) Laness.","Lauraceae",7
"Monotagma angustissimum Loes.","Marantaceae",7
"Ocotea leucoxylon (Sw.) Mez","Lauraceae",7
"Protium glabrescens Swart","Burseraceae",7
"Endlicheria bracteolata (Meisn.) C.K.Allen","Lauraceae",6
"Ficus donnell-smithii Standl.","Moraceae",6
"Amanoa Aubl.","Phyllanthaceae",6
"Chrysophyllum amazonicum T.D.Penn.","Sapotaceae",6
"Endlicheria bracteata Mez","Lauraceae",6
"Pradosia atroviolacea Ducke","Sapotaceae",6
"Hibiscus rosa-sinensis L.","Malvaceae",6
"Mespilodaphne cymbarum (Kunth) Trofimov","Lauraceae",6
"Aegiphila Jacq.","Lamiaceae",6
"Micrandra rossiana R.E.Schult.","Euphorbiaceae",6
"Licania egleri Prance","Chrysobalanaceae",6
"Dichapetalum Thouars","Dichapetalaceae",6
"Bauhinia microstachya (Raddi) J.F.Macbr.","Fabaceae",6
"Pourouma acuminata Mart.","Urticaceae",6
"Mezia rufa W.R.Anderson","Malpighiaceae",6
"Psittacanthus corynocephalus Eichler","Loranthaceae",6
"Trichilia tuberculata (Triana & Planch.) C.DC.","Meliaceae",6
"Licania brittoniana Fritsch","Chrysobalanaceae",6
"Davilla nitida (Vahl) Kubitzki","Dilleniaceae",6
"SH1232211.09FU","Coccomyxaceae",6
"Cryptochloa unispiculata Soderstr.","Poaceae",6
"Vantanea spichigeri A.H.Gentry","Humiriaceae",6
"Trichomanes botryoides Kaulf.","Hymenophyllaceae",6
"Philodendron elaphoglossoides Schott","Araceae",6
"Ctenanthe ericae C.L.Andersson","Marantaceae",6
"Naucleopsis mello-barretoi (Standl.) C.C.Berg","Moraceae",6
"Philodendron hylaeae G.S.Bunting","Araceae",6
"Carpotroche integrifolia Kuhlm.","Achariaceae",6
"Miconia centrodesma Naudin","Melastomataceae",6
"Micropholis madeirensis (Baehni) Aubrév.","Sapotaceae",6
"Aspidosperma verruculosum Müll.Arg.","Apocynaceae",6
"Ipomoea philomega (Vell.) House","Convolvulaceae",6
"Strychnos erichsonii M.R.Schomb.","Loganiaceae",6
"Aechmea penduliflora André","Bromeliaceae",6
"Chaunochiton angustifolium Sleumer","Aptandraceae",6
"Cheiloclinium anomalum Miers","Celastraceae",6
"Philodendron megalophyllum Schott","Araceae",6
"SH1207958.09FU","Lepidoziaceae",6
"Caryocaraceae","Caryocaraceae",6
"Colocasia esculenta (L.) Schott","Araceae",6
"Philodendron solimoesense A.C.Sm.","Araceae",6
"Elaphoglossum obovatum Mickel","Dryopteridaceae",6
"Hirtella pilosissima Mart. & Zucc.","Chrysobalanaceae",6
"Adelobotrys praetexta Pilg.","Melastomataceae",6
"Asplenium auritum Sw.","Aspleniaceae",6
"Palicourea deflexa (DC.) Borhidi","Rubiaceae",6
"Sorocea hirtella Mildbr.","Moraceae",6
"Streptocalyx poeppigii Beer","Bromeliaceae",6
"Ryania speciosa var. tomentosa (Miq.) Monach.","Salicaceae",6
"Bredemeyera Willd.","Polygalaceae",6
"Alibertia edulis (Rich.) A.Rich. ex DC.","Rubiaceae",6
"Miconia lamprophylla Triana","Melastomataceae",6
"Selaginella convoluta (Arn.) Spring","Selaginellaceae",6
"Bombacaceae","Malvaceae",6
"Streptocalyx longifolius (Rudge) Baker","Bromeliaceae",6
"Alibertia claviflora K.Schum.","Rubiaceae",6
"Bryophyta",NULL,6
"Lantana camara L.","Verbenaceae",6
"Lamiaceae","Lamiaceae",6
"Fissidens pellucidus Hornschuch, 1841","Fissidentaceae",6
"Vitex triflora Vahl","Lamiaceae",6
"Naucleopsis humilis C.C.Berg","Moraceae",6
"Adiantum terminatum Kunze ex Miq.","Pteridaceae",6
"Eclipta prostrata (L.) L.","Asteraceae",6
"Palicourea candelabrum (Standl.) C.M.Taylor","Rubiaceae",6
"Cupania diphylla Vahl","Sapindaceae",6
"Cocos nucifera L.","Arecaceae",6
"Stigmaphyllon adenodon A.Juss.","Malpighiaceae",6
"Floscopa robusta (Seub.) C.B.Clarke","Commelinaceae",6
"Forsteronia acouci (Aubl.) A.DC.","Apocynaceae",6
"Casearia combaymensis Tul.","Salicaceae",6
"Aechmea poitaei (Baker) L.B.Sm. & M.A.Spencer","Bromeliaceae",6
"Nectandra globosa (Aubl.) Mez","Lauraceae",6
"Nectandra membranacea (Sw.) Griseb.","Lauraceae",6
"Saccharum officinarum L.","Poaceae",6
"SH1191391.09FU","Ximeniaceae",6
"Pouteria juruana K.Krause","Sapotaceae",6
"Ecclinusa bullata T.D.Penn.","Sapotaceae",6
"Coccoloba nutans Kunth","Polygonaceae",6
"Naucleopsis amara Ducke","Moraceae",6
"Mollia speciosa Mart.","Malvaceae",6
"Miconia minutiflora","Melastomataceae",6
"Cuphea annulata Koehne","Lythraceae",6
"Inga yacoana J.F.Macbr.","Fabaceae",6
"Dussia Krug & Urb. ex Taub.","Fabaceae",6
"Dimorphandra macrostachya Benth.","Fabaceae",6
"Simaba orinocensis Kunth","Simaroubaceae",6
"Protium krukoffii Swart","Burseraceae",6
"Alchornea Sw.","Euphorbiaceae",6
"Cuphea P.Browne","Lythraceae",6
"Morinda citrifolia L.","Rubiaceae",6
"Dipteryx magnifica (Ducke) Ducke","Fabaceae",6
"Goeppertia roseopicta (Linden ex Lem.) Borchs. & S.Suárez","Marantaceae",6
"Trophis racemosa (L.) Urb.","Moraceae",6
"Phyllanthus myrsinites Kunth","Phyllanthaceae",6
"Cissus descoingsii Lombardi","Vitaceae",6
"Selaginellaceae","Selaginellaceae",6
"Ocotea atrata C.K.Allen","Lauraceae",6
"Clusia viscida Engl.","Clusiaceae",6
"Alchornea fluviatilis Secco","Euphorbiaceae",6
"Hirtella bullata Benth.","Chrysobalanaceae",6
"Galactophora crassifolia (Müll.Arg.) Woodson","Apocynaceae",6
"Voyria spruceana Benth.","Gentianaceae",6
"Ocotea cujumary Mart.","Lauraceae",6
"Justicia calycina (Nees) V.A.W.Graham","Acanthaceae",6
"Simira rubescens (Benth.) Bremek. ex Steyerm.","Rubiaceae",6
"Brosimum acutifolium subsp. obovatum (Ducke) C.C.Berg","Moraceae",6
"Clusia palmicida Rich. ex Planch. & Triana","Clusiaceae",6
"Pachira coriacea (Mart.) W.S.Alverson","Malvaceae",6
"Oxandra major R.E.Fr.","Annonaceae",6
"Turpinia Vent.","Staphyleaceae",6
"Schoenobiblus amazonicus Steyerm.","Thymelaeaceae",6
"Myrcia guianensis (Aubl.) DC.","Myrtaceae",6
"Dictyocaryum ptarianum (Steyerm.) H.E.Moore & Steyerm.","Arecaceae",6
"Psychotria platypoda DC.","Rubiaceae",6
"Clusia opaca Maguire","Clusiaceae",6
"Brownea Jacq.","Fabaceae",6
"Miconia prancei Wurdack","Melastomataceae",6
"Axonopus schultesii G.A.Black","Poaceae",6
"Myrcia deflexa (Poir.) DC.","Myrtaceae",6
"Castilla ulei Warb.","Moraceae",6
"Miconia pterocaulon Triana","Melastomataceae",6
"Urera laciniata Goudot ex Wedd.","Urticaceae",6
"Bignonia binata Thunb.","Bignoniaceae",6
"Genipa spruceana Steyerm.","Rubiaceae",6
"Cathedra acuminata (Benth.) Miers","Aptandraceae",6
"Pleurisanthes flava Sandwith","Icacinaceae",6
"Staphylea occidentalis Sw.","Staphyleaceae",6
"Clusia lineata (Benth.) Planch. & Triana","Clusiaceae",6
"Otostylis brachystalix (Rchb.f.) Schltr.","Orchidaceae",6
"Scutellaria leucantha Loes.","Lamiaceae",6
"Urticaceae","Urticaceae",6
"Osteophloeum Warb.","Myristicaceae",6
"Bauhinia ungulata L.","Fabaceae",6
"Drymonia macrophylla (Oerst.) H.E.Moore","Gesneriaceae",6
"Drymonia longifolia Poepp. & Endl.","Gesneriaceae",6
"Inga vera Willd.","Fabaceae",6
"Cyclanthus indivisus R.E.Schult.","Cyclanthaceae",6
"Clidemia epibaterium DC.","Melastomataceae",6
"Cephalocarpus dracaenula Nees","Cyperaceae",6
"Erythroxylum squamatum Sw.","Erythroxylaceae",6
"Olyra loretensis Mez","Poaceae",6
"Passiflora laurifolia L.","Passifloraceae",6
"Brownea cauliflora Poepp.","Fabaceae",6
"Pouteria eugeniifolia (Pierre) Baehni","Sapotaceae",6
"Campylopus surinamensis Müll.Hal.","Dicranaceae",6
"Remijia pedunculata André","Rubiaceae",6
"Xyris lomatophylla Mart.","Xyridaceae",6
"Psychotria iodotricha Müll.Arg.","Rubiaceae",6
"Didymopanax confusus (Marchal) Fiaschi & G.M.Plunkett","Araliaceae",6
"Anomospermum reticulatum (C.Mart.) Eichler","Menispermaceae",6
"Patinoa ichthyotoxica R.E.Schult. & Cuatrec.","Malvaceae",6
"Clibadium glabrescens S.F.Blake","Asteraceae",6
"Piper consanguineum Kunth","Piperaceae",6
"Musa L.","Musaceae",6
"Dracontium L.","Araceae",6
"Anomalocalyx uleanus (Pax & K.Hoffm.) Ducke","Euphorbiaceae",6
"Paullinia alata (Ruiz & Pav.) Don","Sapindaceae",6
"Telitoxicum minutiflorum (Diels) Moldenke","Menispermaceae",6
"Odontadenia kochii Pilg.","Apocynaceae",6
"Rapatea undulata Ducke","Rapateaceae",6
"Passiflora coccinea Aubl.","Passifloraceae",6
"Parkia velutina Benoist","Fabaceae",6
"Piper divaricatum G.Mey.","Piperaceae",6
"Magnoliopsida",NULL,6
"Ternstroemia campinicola B.M.Boom","Pentaphylacaceae",6
"Euceraea nitida Mart.","Salicaceae",6
"Polybotrya sessilisora R.C.Moran","Dryopteridaceae",6
"Erythroxylum citrifolium A.St.-Hil.","Erythroxylaceae",6
"Pontederia crassipes Mart.","Pontederiaceae",6
"Rhabdadenia macrostoma (Benth.) Müll.Arg.","Apocynaceae",6
"Xyris savanensis Miq.","Xyridaceae",6
"Cephaloziaceae","Cephaloziaceae",6
"Tetrapterys amazonica C.E.Anderson","Malpighiaceae",6
"Tetrapterys Cav.","Malpighiaceae",6
"Costus erythrocoryne K.Schum.","Costaceae",6
"Psychotria hoffmannseggiana (Willd. ex Schult.) Müll.Arg.","Rubiaceae",6
"Paullinia obovata (Ruiz & Pav.) Pers.","Sapindaceae",6
"Couratari stellata A.C.Sm.","Lecythidaceae",6
"Campanulaceae","Campanulaceae",6
"Psychotria herzogii S.Moore","Rubiaceae",6
"Eugenia dittocrepis O.Berg","Myrtaceae",6
"Hieronyma Allemão","Phyllanthaceae",6
"Micropholis casiquiarensis Aubrév.","Sapotaceae",6
"Miconia submacrophylla Gleason","Melastomataceae",6
"Securidaca rivinifolia A.St.-Hil.","Polygalaceae",6
"Psychotria egensis Müll.Arg.","Rubiaceae",6
"Mabea subsessilis Pax & K.Hoffm.","Euphorbiaceae",6
"Eugenia heterochroma Diels","Myrtaceae",6
"Diospyros pseudoxylopia Mildbr.","Ebenaceae",6
"Hymenolobium pulcherrimum Ducke","Fabaceae",6
"Vitex L.","Lamiaceae",6
"Doliocarpus major J.F.Gmel.","Dilleniaceae",6
"Rhynchospora tenuis Link","Cyperaceae",6
"Thelypteris serrata (Cav.) Alston","Thelypteridaceae",6
"Erisma japura Spruce ex Warm.","Vochysiaceae",6
"Virola multicostata Ducke","Myristicaceae",6
"Diplopterys cabrerana (Cuatrec.) B.Gates","Malpighiaceae",6
"Clitoria fairchildiana R.A.Howard","Fabaceae",6
"Doliocarpus dentatus subsp. dentatus","Dilleniaceae",6
"Tachigali ulei Harms","Fabaceae",6
"Coussapoa ovalifolia Trécul","Urticaceae",6
"Cordiera macrophylla (K.Schum.) Kuntze","Rubiaceae",6
"Tachigali ptychophysca Spruce ex Benth.","Fabaceae",6
"Lundia densiflora DC.","Bignoniaceae",6
"Thibaudia cupatensis Huber","Ericaceae",6
"Manilkara inundata (Ducke) Ducke","Sapotaceae",6
"Capsicum baccatum L.","Solanaceae",6
"Clitoria arborea var. arborea","Fabaceae",6
"Tibouchina striphnocalyx (DC.) Gleason","Melastomataceae",6
"Tachigali guianensis (Benth.) Zarucchi & Herend.","Fabaceae",6
"Moutabea aculeata (Ruiz & Pav.) Poepp. & Endl.","Polygalaceae",6
"Peltogyne catingae Ducke","Fabaceae",6
"Adenolisianthus arboreus Gilg","Gentianaceae",6
"Cordia toqueve Aubl.","Cordiaceae",6
"Ludwigia L.","Onagraceae",6
"Cordia spinescens L.","Cordiaceae",6
"Mouriri spruceana Morley","Melastomataceae",6
"Euphorbia thymifolia L.","Euphorbiaceae",6
"Rinorea lindeniana var. lindeniana","Violaceae",6
"Pleonotoma jasminifolia (Kunth) Miers","Bignoniaceae",6
"Aegiphila peruviana Turcz.","Lamiaceae",6
"Clarisia biflora Ruiz & Pav.","Moraceae",6
"Maquira Aubl.","Moraceae",6
"Peltogyne Vogel","Fabaceae",6
"Dodecastigma amazonicum Ducke","Euphorbiaceae",6
"Handroanthus serratifolius (Vahl) S.O.Grose","Bignoniaceae",6
"Platycarpum decipiens Woodson & Steyerm.","Rubiaceae",6
"Xylopia nervosa (R.E.Fr.) Maas","Annonaceae",6
"Apeiba macropetala Ducke","Malvaceae",6
"Oryctanthus florulentus (Rich.) Tiegh.","Loranthaceae",6
"Adiantum tetraphyllum Humb. & Bonpl. ex Willd.","Pteridaceae",6
"Ormosia discolor Spruce ex Benth.","Fabaceae",6
"Pouteria pubescens (Aubrév. & Pellegr.) T.D.Penn.","Sapotaceae",6
"Pouteria simulans Monach.","Sapotaceae",6
"Chrysochlamys bracteolata Cuatrec.","Clusiaceae",6
"Tontelea passiflora (Vell.) Lombardi","Celastraceae",6
"Calyptranthes maxima McVaugh","Myrtaceae",6
"Calyptranthes lucida Mart. ex DC.","Myrtaceae",6
"Marcgravia crenata Poepp. ex Wittm.","Marcgraviaceae",6
"Quiina macrophylla Tul.","Quiinaceae",6
"Tovomita calophyllophylla García-Villacorta & Hammel","Clusiaceae",6
"Lindsaea guianensis (Aubl.) Dryand.","Lindsaeaceae",6
"Inga sertulifera subsp. leptopus (Benth.) T.D.Penn.","Fabaceae",6
"Aphelandra macrostachya Nees","Acanthaceae",6
"Lindsaea Dryand.","Lindsaeaceae",6
"Pouteria vernicosa T.D.Penn.","Sapotaceae",6
"Quiina Aubl.","Quiinaceae",6
"SH1008925.09FU","Sapotaceae",6
"Faramea paniculata (Aubl.) Benth.","Rubiaceae",6
"Diospyros guianensis (Aubl.) Gürke","Ebenaceae",6
"Quararibea ochrocalyx (Schum.) Vischer","Malvaceae",6
"Tovomitopsis membranacea (Planch. & Triana) D' Arcy","Clusiaceae",6
"Panurea longifolia Spruce ex Benth.","Fabaceae",6
"Heterotaxis discolor (Lodd. ex Lindl.) Ojeda & Carnevali","Orchidaceae",6
"SH0995896.09FU","Brassicaceae",6
"Ampelozizyphus Ducke","Rhamnaceae",6
"Panopsis sessilifolia (Rich.) Sandwith","Proteaceae",6
"Pouteria baehniana Monach.","Sapotaceae",6
"Psychotria anceps Kunth","Rubiaceae",6
"Maripa janusiana D.F.Austin","Convolvulaceae",6
"Vanilla sprucei Rolfe","Orchidaceae",6
"Dilkea parviflora Killip","Passifloraceae",6
"Calyptranthes bipennis O.Berg","Myrtaceae",6
"Citrus L.","Rutaceae",6
"Syrrhopodon rupestris Mitten, 1869","Calymperaceae",6
"Arachis hypogaea L.","Fabaceae",6
"Cyperus luzulae (L.) Retz.","Cyperaceae",6
"Mouriri chamissoana Cogn.","Melastomataceae",6
"Licania unguiculata Prance","Chrysobalanaceae",6
"Perebea mennegae C.C.Berg","Moraceae",6
"Calycophyllum spruceanum (Benth.) Hook.f. ex K.Schum.","Rubiaceae",6
"Matisia glandifera Planch. & Triana","Malvaceae",6
"Matisia intricata (Robyns & Nilsson) W.S.Alverson","Malvaceae",6
"Trichilia hispida T.D.Penn.","Meliaceae",6
"Enterolobium schomburgkii (Benth.) Benth.","Fabaceae",6
"Guzmania brasiliensis Ule","Bromeliaceae",6
"Inga longiflora Spruce ex Benth.","Fabaceae",6
"Hibiscus peruvianus R.E.Fr.","Malvaceae",6
"Entada polyphylla Benth.","Fabaceae",6
"Dilleniaceae","Dilleniaceae",6
"Quapoya peruviana (Poepp.) Kuntze","Clusiaceae",6
"Palicourea tenerior (Cham.) Delprete & J.H.Kirkbr.","Rubiaceae",6
"Centrosema vexillatum Benth.","Fabaceae",6
"Palicourea schunkei (C.M.Taylor) C.M.Taylor","Rubiaceae",6
"Carica papaya L.","Caricaceae",6
"Arthrostylidium Rupr.","Poaceae",6
"Delonix regia (Bojer ex Hook.) Raf.","Fabaceae",5
"Abolboda acicularis Idrobo & L.B.Sm.","Xyridaceae",5
"Abuta solimoesensis Krukoff & Barneby","Menispermaceae",5
"Acalypha L.","Euphorbiaceae",5
"Acalypha scandens Benth.","Euphorbiaceae",5
"Aciotis acuminifolia (DC.) Triana","Melastomataceae",5
"Acroceras zizanioides (Kunth) Dandy","Poaceae",5
"Adelobotrys spruceana Cogn.","Melastomataceae",5
"Adenocalymma impressum (Rusby) Sandwith","Bignoniaceae",5
"Adenocalymma pseudopatulum (A.H.Gentry) L.G.Lohmann","Bignoniaceae",5
"Adiantum obliquum Willd.","Pteridaceae",5
"Adiscanthus fusciflorus Ducke","Rutaceae",5
"Aechmea chantinii (Carrière) Baker","Bromeliaceae",5
"Aganisia cyanea (Lindl.) Rchb.f.","Orchidaceae",5
"Aiphanes ulei (Dammer) Burret","Arecaceae",5
"Amanoa gracillima W.J.Hayden","Phyllanthaceae",5
"Andira surinamensis (Bondt) Splitg. ex Pulle","Fabaceae",5
"Aniba riparia (Nees) Mez","Lauraceae",5
"Annona deminuta R.E.Fr.","Annonaceae",5
"Anthodiscus G.Mey.","Caryocaraceae",5
"Aptandra caudata A.H.Gentry & R.Ortiz","Aptandraceae",5
"Arachniodes macrostegia (Hook.) R.M.Tryon & D.S.Conant","Dryopteridaceae",5
"Archilejeunea ludoviciana (De Not.) P.Geissler & Gradst.","Lejeuneaceae",5
"Arrabidaea oligantha Bureau & K.Schum.","Bignoniaceae",5
"Asplenium juglandifolium Lam.","Aspleniaceae",5
"Asplundia cymbispatha Harling","Cyclanthaceae",5
"Asplundia luetzelburgii Harling","Cyclanthaceae",5
"Axonopus compressus (Sw.) P.Beauv.","Poaceae",5
"Bactris bifida Mart.","Arecaceae",5
"Bactris brongniartii Mart.","Arecaceae",5
"Bactris gasipaes var. gasipaes","Arecaceae",5
"Bactris hirta var. hirta","Arecaceae",5
"Bactris maraja var. maraja","Arecaceae",5
"Bactris martiana A.J.Hend.","Arecaceae",5
"Batocarpus amazonicus (Ducke) Fosberg","Moraceae",5
"Begonia L.","Begoniaceae",5
"Bifrenaria longicornis Lindl.","Orchidaceae",5
"Billbergia tessmannii Harms","Bromeliaceae",5
"Bocageopsis R.E.Fr.","Annonaceae",5
"Borreria alata (Aubl.) DC.","Rubiaceae",5
"Brownea macrophylla Linden ex Mast.","Fabaceae",5
"Brymela parkeriana W.R.Buck, 1987","Hookeriaceae",5
"Byrsonima chrysophylla Kunth","Malpighiaceae",5
"Byrsonima garcibarrigae Cuatrec.","Malpighiaceae",5
"Calathea altissima (Poepp. & Endl.) Körn.","Marantaceae",5
"Calathea loeseneri J.F.Macbr.","Marantaceae",5
"Calliandra Benth.","Fabaceae",5
"Calliandra vaupesiana R.S.Cowan","Fabaceae",5
"Calophyllum pubescens Vela Díaz","Calophyllaceae",5
"Calycobolus glaber (Kunth) House","Convolvulaceae",5
"Calycophyllum DC.","Rubiaceae",5
"Calyptranthes cuspidata Mart. ex DC.","Myrtaceae",5
"Capirona macrophylla (Poepp.) Delprete","Rubiaceae",5
"Capparidastrum osmanthum (Diels) Cornejo & Iltis","Capparaceae",5
"Carapichea Aubl.","Rubiaceae",5
"Cariniana Casar.","Lecythidaceae",5
"Carpotroche pacifica (Cuatrec.) Cuatrec.","Achariaceae",5
"Caryocar L.","Caryocaraceae",5
"Caryocar pallidum A.C.Sm.","Caryocaraceae",5
"Casearia prunifolia Kunth","Salicaceae",5
"Casearia singularis Eichler","Salicaceae",5
"Casimirella ampla (Miers) R.A.Howard","Icacinaceae",5
"Catasetum Rich. ex Kunth","Orchidaceae",5
"Cavanillesia umbellata Ruiz & Pav.","Malvaceae",5
"Chamaecrista apoucouita (Aubl.) H.S.Irwin & Barneby","Fabaceae",5
"Chamaecrista desvauxii (Collad.) Killip","Fabaceae",5
"Chaubardia klugii (C.Schweinf.) Garay","Orchidaceae",5
"Chimarrhis hookeri K.Schum.","Rubiaceae",5
"Chrysophyllum bombycinum T.D.Penn.","Sapotaceae",5
"Cissus verticillata (L.) Nicolson & C.E.Jarvis","Vitaceae",5
"Clibadium surinamense L.","Asteraceae",5
"Clitoria L.","Fabaceae",5
"Clusia obovata (Spruce ex Planch. & Triana) Pipoly","Clusiaceae",5
"Clusiella impressinervis Hammel","Calophyllaceae",5
"Coccoloba excelsa Benth.","Polygonaceae",5
"Coccoloba latifolia Poir. ex Lam.","Polygonaceae",5
"Coccoloba paraensis Meisn.","Polygonaceae",5
"Coccoloba peruviana Lindau","Polygonaceae",5
"Cochlospermum orinocense (Kunth) Steud.","Cochlospermaceae",5
"Coix lacryma-jobi L.","Poaceae",5
"Conceveiba Aubl.","Euphorbiaceae",5
"Conceveiba tristigmata J.Murillo","Euphorbiaceae",5
"Connarus lambertii (DC.) Sagot","Connaraceae",5
"Cordia lucidula I.M.Johnst.","Cordiaceae",5
"Cordiera myrciifolia (K.Schum.) Perss. & Delprete","Rubiaceae",5
"Costus spiralis (Jacq.) Roscoe","Costaceae",5
"Couratari Aubl.","Lecythidaceae",5
"Coussarea klugii Steyerm.","Rubiaceae",5
"Coussarea paniculata (Vahl) Standl.","Rubiaceae",5
"Coutoubea ramosa Aubl.","Gentianaceae",5
"Crepidospermum Hook.fil.","Burseraceae",5
"Crepinella japurensis (Mart. & Zucc. ex Marchal) D.A.Neill, Lowry & G.M.Plunkett","Araliaceae",5
"Croton javarisensis Secco","Euphorbiaceae",5
"Ctenanthe amphiandina L.C.Anderson","Marantaceae",5
"Cybianthus fulvopulverulentus (Mez) G.Agostini","Primulaceae",5
"Cybianthus venezuelanus Mez","Primulaceae",5
"Cyphomandra stellata Bohs","Solanaceae",5
"Dacryodes cuspidata (Cuatrec.) Daly","Burseraceae",5
"Dalbergia frutescens (Vell.) Britton","Fabaceae",5
"Dalbergia riparia (Mart. ex Benth.) Benth.","Fabaceae",5
"Daphnopsis Mart. & Zucc.","Thymelaeaceae",5
"Derris Lour.","Fabaceae",5
"Desmoncus horridus Splitg. ex Mart.","Arecaceae",5
"Desmoncus interjectus A.J.Hend.","Arecaceae",5
"Dichorisandra hexandra (Aubl.) C.B.Clarke","Commelinaceae",5
"Dimerocostus strobilaceus Kuntze","Costaceae",5
"Diospyros nanay B.Walln.","Ebenaceae",5
"Dipteryx nudipes Tul.","Fabaceae",5
"Distictella racemosa (Bureau & Schumann) Urb.","Bignoniaceae",5
